Group	Raw data	Raw reads
DB20_adult_challenge	2.8	18606928
DB20_adult_challenge	3.1	20976014
DB20_adult_challenge	3.8	25499668
DB20_adult_challenge	3	19904472
DB20_adult_challenge	4.6	30931482
DB20_adult_challenge	5.7	38043196
DB20_adult_challenge	3.4	22586614
DB20_adult_challenge	4.3	28438996
DB20_adult_challenge	3.9	25763588
DB20_adult_challenge	2.8	18681160
DB20_adult_challenge	3.8	25434550
DB20_adult_challenge	4.9	32713786
DB20_adult_challenge	4.8	31886062
DB20_adult_challenge	2.1	13715514
DB20_adult_challenge	3	19917618
DB20_adult_challenge	3.6	23993144
DB20_adult_challenge	3.8	25476558
DB20_adult_challenge	3.2	21577780
DB20_adult_challenge	2.6	17133324
DB20_adult_challenge	2.8	18774484
DB20_adult_challenge	4	26675974
DB20_adult_challenge	3.1	20463536
DB20_adult_challenge	4.3	28338022
DB20_adult_challenge	5.2	34348452
DB20_adult_challenge	3.8	25017874
DB20_adult_challenge	2.1	13815166
DB20_adult_challenge	2.6	17660272
DB20_adult_challenge	4.5	30197682
DB20_adult_challenge	3	19967504
DB20_adult_challenge	3.3	22325418
DB20_adult_challenge	4.4	29066594
DB20_adult_challenge	2.7	17742248
DB20_adult_challenge	2.7	17991778
DB20_adult_challenge	3.3	22304326
DB20_adult_challenge	4.5	30025812
DB20_adult_challenge	5.6	37055822
DB20_adult_challenge	4.9	32502234
DB20_adult_challenge	5.1	33855396
DB20_adult_challenge	2.8	18745734
DB20_adult_challenge	3.6	23681836
DB20_adult_challenge	2.6	17014164
DB20_adult_challenge	3.6	23689852
DB20_adult_challenge	2.7	18210618
DB20_adult_challenge	3.3	21823624
DB20_adult_challenge	8.3	55556108
DB20_adult_challenge	3	20106124
DB20_adult_challenge	5.6	37029908
DB20_adult_challenge	3.6	23974122
DB20_adult_challenge	5	33218604
DB20_adult_challenge	5	33335660
DB20_adult_challenge	4.1	27612476
DB20_adult_challenge	3.3	21944306
DB20_adult_challenge	2.3	15008568
DB20_adult_challenge	2.7	18010810
DB20_adult_challenge	2.4	16147088
DB20_adult_challenge	3.2	21564314
DB20_adult_challenge	2.4	16234088
DB20_adult_challenge	2.7	17904710
DB20_adult_challenge	2.9	19441052
DB20_adult_challenge	2.3	15643100
DB20_adult_challenge	2.5	16603722
DB20_adult_challenge	2.2	14744944
DB20_adult_challenge	2.1	13937068
DB20_adult_challenge	2.4	16313420
DB20_adult_challenge	2.8	18663630
DB20_adult_challenge	2.3	15420974
DB20_adult_challenge	2.6	17406398
DB20_adult_challenge	3.4	22967916
DB20_adult_challenge	2.7	18239656
DB20_adult_challenge	3.1	20818500
DB20_adult_challenge	3.2	21254824
DB20_adult_challenge	2.3	15103980
DB20_adult_challenge	2.5	16889892
DB20_adult_challenge	2.3	15219752
DB20_adult_challenge	3.4	22353630
DB20_adult_challenge	2.7	18330500
DB20_adult_challenge	2.2	14489810
DB20_adult_challenge	2.4	16010044
DB20_adult_challenge	2.4	15920482
DB20_adult_challenge	3.5	23596498
DB20_adult_challenge	2.1	13808932
DB20_adult_challenge	3	20184870
DB20_adult_challenge	2	13289488
DB20_adult_challenge	2.3	15320422
DB20_adult_challenge	2.6	17155194
DB20_adult_challenge	2.2	14671260
DB20_adult_challenge	2.7	17966698
DB20_adult_challenge	3.2	21025622
DB20_adult_challenge	3.2	21515494
DB20_adult_challenge	3.1	20359118
DB20_adult_challenge	2.9	19337350
DB20_adult_challenge	4.1	27419850
DB20_adult_challenge	3.1	20978124
DB20_adult_challenge	2.3	15058990
DB20_adult_challenge	2.4	16138990
DB20_adult_challenge	2.8	18333342
DB20_adult_challenge	3	19899996
DB20_adult_challenge	3	19699860
DB20_adult_challenge	2.9	19382206
DB20_adult_challenge	2.3	15649982
DB20_adult_challenge	2.6	17479908
DB20_adult_challenge	2.9	19301110
DB20_adult_challenge	2.4	15865206
DB20_adult_challenge	3.3	22210052
DB20_adult_challenge	2.3	15287090
DB20_adult_challenge	2.6	17318308
DB20_adult_challenge	2.1	13709578
DB20_adult_challenge	2	13257768
DB20_adult_challenge	2.5	16371726
DB20_adult_challenge	2.7	18066654
DB20_adult_challenge	2.7	17829562
DB20_adult_challenge	3.3	22089244
DB20_adult_challenge	2.8	18820742
DB20_adult_challenge	4.7	31285048
DB20_adult_challenge	2.9	19122988
DB20_adult_challenge	2.5	16858316
DB20_adult_challenge	2.1	14270014
DB20_adult_challenge	3.7	24617284
DB20_adult_challenge	2.4	15854000
DB20_adult_challenge	2.1	13813094
DB20_adult_challenge	3	19940068
DB20_adult_challenge	2.4	16074122
DB20_adult_challenge	2.4	16233258
DB20_adult_challenge	2	13379618
DB20_adult_challenge	3.4	22383240
DB20_adult_challenge	3.8	25347110
DB20_adult_challenge	3.6	24068304
DB20_adult_challenge	3.8	25320266
DB20_adult_challenge	2.8	18651792
DB20_adult_challenge	2.2	14837112
DB20_adult_challenge	3.8	25069272
DB20_adult_challenge	3.2	21362474
DB20_adult_challenge	3.6	23879046
DB20_adult_challenge	2.1	14290944
DB20_adult_challenge	2.4	16280754
DB20_adult_challenge	2.4	16103322
DB20_adult_challenge	2.5	16670770
DB20_adult_challenge	2.1	14317196
DB20_adult_challenge	3.2	21350370
DB20_adult_challenge	2.9	19049758
DB20_adult_challenge	2.7	18120752
DB20_adult_challenge	2.6	17473580
DB20_adult_challenge	2.8	18527666
DB20_adult_challenge	2.6	17455238
DB20_adult_challenge	2.1	13725798
DB20_adult_challenge	2.2	14727144
DB20_adult_challenge	3.1	20448524
DB20_adult_challenge	2.4	16228234
DB20_adult_challenge	3.8	25542310
DB20_adult_challenge	2.8	18817770
DB20_adult_challenge	2	13648926
DB20_adult_challenge	4.3	28878860
DB20_adult_challenge	4.1	27100838
DB20_adult_challenge	3.1	20442038
DB20_adult_challenge	3.2	21096542
DB20_adult_challenge	4.7	31500944
DB20_adult_challenge	2.4	16086932
DB20_adult_challenge	2.6	17270832
DB20_adult_challenge	3	19915284
DB20_adult_challenge	3	20151574
DB20_adult_challenge	2.9	19400632
DB20_adult_challenge	3.4	22800406
DB20_adult_challenge	3.7	24467168
DB20_adult_challenge	4.2	28128362
DB20_adult_challenge	2.2	14933150
DB20_adult_challenge	2.7	18168664
DB20_adult_challenge	3.2	21305534
DB20_adult_challenge	3.1	20679056
DB20_adult_challenge	3.4	22429466
DB20_adult_challenge	2.8	18619492
DB20_adult_challenge	4.4	29336550
DB20_adult_challenge	2.2	14423870
DB20_adult_challenge	3.9	25813400
DB20_adult_challenge	2.6	17648156
DB20_adult_challenge	2.1	14231620
DB20_adult_challenge	2.2	14951060
DB20_adult_challenge	2	13136142
DB20_adult_challenge	2	13538318
DB20_adult_challenge	2.7	17898766
DB20_adult_challenge	2	13236690
DB20_adult_challenge	2	13376562
DB20_adult_challenge	3	19993094
DB20_adult_challenge	2.6	17300496
DB20_adult_challenge	5	33014308
DB20_adult_challenge	3.6	23782908
DB20_adult_challenge	2.8	18747924
DB20_adult_challenge	3.5	23665772
DB20_adult_challenge	2.1	14000226
DB20_adult_challenge	2.4	15829976
DB20_adult_challenge	2.6	17284642
DB20_adult_challenge	3.4	22960644
DB20_adult_challenge	2.3	15344112
DB20_adult_challenge	2.9	19250792
DB20_adult_challenge	2.1	13987038
DB20_adult_challenge	2.2	14956834
DB20_adult_challenge	2.3	15138904
DB20_adult_challenge	6	39767504
DB20_adult_challenge	2.4	15876494
DB20_adult_challenge	2	13552478
DB20_adult_challenge	2.2	14645754
DB20_adult_challenge	2.4	16220010
DB20_adult_challenge	3.1	20540784
DB20_adult_challenge	2.4	16010888
DB20_adult_challenge	2.6	17532912
DB20_adult_challenge	2.6	17244758
DB20_adult_challenge	2.2	14814442
DB20_adult_challenge	2.9	19320920
DB20_adult_challenge	3.1	20404110
DB20_adult_challenge	2.6	17488596
DB20_adult_challenge	3	20179594
DB20_adult_challenge	2.5	16517592
DB20_adult_challenge	2	13299694
DB20_adult_challenge	2	13526618
DB20_adult_challenge	2.2	14821844
DB20_adult_challenge	2.1	13751168
DB20_adult_challenge	2.7	18012146
DB20_adult_challenge	2.3	15280200
DB20_adult_challenge	5	33419952
DB20_adult_challenge	12.3	81763424
DB20_adult_challenge	3.5	23611374
DB20_adult_challenge	2.2	14814818
DB20_adult_challenge	2.4	16242666
DB20_adult_challenge	2.6	17004720
DB20_adult_challenge	2.5	16915628
DB20_adult_challenge	2.6	16918732
DB20_adult_challenge	1.9	12934744
DB20_adult_challenge	2.5	16754088
DB20_adult_challenge	2.3	15022740
DB20_adult_challenge	2.2	14942318
DB20_adult_challenge	3.9	26254694
DB20_adult_challenge	3.1	20638474
DB20_adult_challenge	2.1	14599930
DB20_adult_challenge	2.4	15801722
DB20_adult_challenge	3.3	22162958
DB20_adult_challenge	2.2	14698526
DB20_adult_challenge	0.8	5660612
DB20_adult_challenge	2.5	16104864
DB20_adult_challenge	2.2	14694952
DB20_adult_challenge	2.2	14819876
DB20_adult_challenge	2.3	14975578
DB20_adult_challenge	2.2	14173102
DB20_adult_challenge	2.9	19109640
DB20_adult_challenge	2.8	18749584
DB20_adult_challenge	2.7	17799414
DB20_adult_challenge	1.1	7144530
DB20_adult_challenge	2.3	15630280
DB20_adult_challenge	2.2	14337022
DB20_adult_challenge	2.9	19259124
DB20_adult_challenge	2.6	17630962
DB20_adult_challenge	4.1	27589912
DB20_adult_challenge	2.8	18399564
DB20_adult_challenge	2.8	18734848
DB20_adult_challenge	3.7	25145682
DB20_adult_challenge	2.1	13901922
DB20_adult_challenge	2.5	16411402
DB20_adult_challenge	2.7	18159482
DB20_adult_challenge	2.5	16295242
DB20_adult_challenge	2.8	18702856
DB20_adult_challenge	2.5	16864978
DB20_adult_challenge	2.3	15474008
DB20_adult_challenge	2.7	18368520
DB20_adult_challenge	1.9	12394496
DB20_adult_challenge	2.8	18331582
DB20_adult_challenge	2.8	19042220
DB20_adult_challenge	2.5	16504300
DB20_adult_challenge	2.2	14454872
DB20_adult_challenge	2.1	13827618
DB20_adult_challenge	3	19557790
DB20_adult_challenge	2.5	16762028
DB20_adult_challenge	2.5	16556450
DB20_adult_challenge	2.2	14631478
DB20_adult_challenge	3.3	22361050
DB20_adult_challenge	3.3	22014384
DB20_adult_challenge	2.4	15789284
DB20_adult_challenge	2.4	15736002
DB20_adult_challenge	3.5	23659466
DB20_adult_challenge	2.4	16378272
DB20_adult_challenge	2.2	14568112
DB20_adult_challenge	2.6	17129232
DB20_adult_challenge	3.2	21486422
DB20_adult_challenge	2.7	17656770
DB21_spat_wild	1.5	10075344
DB21_spat_wild	1.9	12943038
DB21_spat_wild	1	6714936
DB21_spat_wild	1	6394084
DB21_spat_wild	1.2	7676750
DB21_spat_wild	1.4	9245500
DB21_spat_wild	1.5	9842036
DB21_spat_wild	2.1	14104182
DB21_spat_wild	2.1	13817964
DB21_spat_wild	2	13073646
DB21_spat_wild	2.4	15686844
DB21_spat_wild	2.7	18196198
DB21_spat_wild	2.9	19379338
DB21_spat_wild	2.8	18677340
DB21_spat_wild	2.9	19532244
DB21_spat_wild	1.4	9253796
DB21_spat_wild	1.6	10349074
DB21_spat_wild	0.9	5906166
DB21_spat_wild	2	13118556
DB21_spat_wild	0.3	1837116
DB21_spat_wild	1.4	9377786
DB21_spat_wild	1.5	10198540
DB21_spat_wild	1.9	12383550
DB21_spat_wild	1.5	10166596
DB21_spat_wild	1.6	10369074
DB21_spat_wild	1.6	10887924
DB21_spat_wild	5.3	35658366
DB21_spat_wild	1.7	11518898
DB21_spat_wild	2.8	18854672
DB21_spat_wild	2.1	13731668
DB21_spat_wild	1.4	9091208
DB21_spat_wild	1.8	12098570
DB21_spat_wild	0.4	2507968
DB21_spat_wild	1.5	9731462
DB21_spat_wild	1	6382816
DB21_spat_wild	0.9	6049654
DB21_spat_wild	0.8	5069600
DB21_spat_wild	1.5	10249440
DB21_spat_wild	2.1	13760410
DB21_spat_wild	1.7	11585194
DB21_spat_wild	1.7	11035420
DB21_spat_wild	1.5	9838842
DB21_spat_wild	0.7	4699932
DB21_spat_wild	2	13530584
DB21_spat_wild	1.8	12050656
DB21_spat_wild	1.3	8786864
DB21_spat_wild	2.6	17179300
DB21_spat_wild	1.1	7008096
DB21_spat_wild	2.1	13678582
DB21_spat_wild	2.3	15553730
DB21_spat_wild	1.9	12919396
DB21_spat_wild	1.9	12724344
DB21_spat_wild	1.8	11890756
DB21_spat_wild	2.9	19411350
DB21_spat_wild	3.7	24618660
DB21_spat_wild	1.5	9694558
DB21_spat_wild	2.5	16416688
DB21_spat_wild	2	13589068
DB21_spat_wild	3.1	20750714
DB21_spat_wild	2.4	16316912
DB21_spat_wild	2.2	14441388
DB21_spat_wild	1.6	10990870
DB21_spat_wild	2.1	14238198
DB21_spat_wild	1.8	12159278
DB21_spat_wild	0.8	5091226
DB21_spat_wild	1.7	11506050
DB21_spat_wild	1	6743298
DB21_spat_wild	1.4	9364020
DB21_spat_wild	1.1	7014158
DB21_spat_wild	2	13267128
DB21_spat_wild	2.1	14112094
DB21_spat_wild	2.9	19217056
DB21_spat_wild	7.1	47548390
DB21_spat_wild	1.8	11811234
DB21_spat_wild	1.8	11846808
DB21_spat_wild	0.7	4372318
DB21_spat_wild	1.6	10433248
DB21_spat_wild	1.6	10342428
DB21_spat_wild	1.4	9236516
DB21_spat_wild	1.6	10549676
DB21_spat_wild	1.3	8373770
DB21_spat_wild	1.9	12824518
DB21_spat_wild	1.5	9863856
DB21_spat_wild	1.2	8275146
DB21_spat_wild	1	6363316
DB21_spat_wild	2.4	15712788
DB21_spat_wild	1.8	11683208
DB21_spat_wild	2.6	17239204
DB21_spat_wild	2.3	15065874
DB21_spat_wild	2.2	14858150
DB21_spat_wild	2.4	16073938
DB21_spat_wild	1.9	12653174
DB21_spat_wild	2.6	17042580
DB21_spat_wild	2.6	17410214
DB21_spat_wild	2.3	15520222
DB21_spat_wild	2	13402334
DB21_spat_wild	1.3	8898902
DB21_spat_wild	1.6	10868692
DB21_spat_wild	1.3	8575756
DB21_spat_wild	1.8	11728616
DB21_spat_wild	2.3	15204106
DB21_spat_wild	1.5	9780936
DB21_spat_wild	1.4	9434184
DB21_spat_wild	1.8	11891852
DB21_spat_wild	2.1	13918690
DB21_spat_wild	1.7	11367040
DB21_spat_wild	1.2	8165802
DB21_spat_wild	0.8	5250690
DB21_spat_wild	2.1	14282432
DB21_spat_wild	1.8	11907684
DB21_spat_wild	1.6	10965618
DB21_spat_wild	2.1	14160406
DB21_spat_wild	1.7	11029950
DB21_spat_wild	2.7	17714970
DB21_spat_wild	1.5	9852762
DB21_spat_wild	1.8	12309098
DB21_spat_wild	2.1	13693952
DB21_spat_wild	1.1	7509450
DB21_spat_wild	1.5	9936364
DB21_spat_wild	2.5	16963332
DB21_spat_wild	1.7	11017128
DB21_spat_wild	0.9	6085716
DB21_spat_wild	1.4	9136580
DB21_spat_wild	1.5	10034870
DB21_spat_wild	1.3	8634714
DB21_spat_wild	0.9	6217954
DB21_spat_wild	1.8	11911710
DB21_spat_wild	1.5	9912546
DB21_spat_wild	1.1	7020176
DB21_spat_wild	1.2	7781000
DB21_spat_wild	1.5	9701390
DB21_spat_wild	1.3	8890296
DB21_spat_wild	1.7	11484532
DB21_spat_wild	1.1	7025620
DB21_spat_wild	2.4	16131504
DB21_spat_wild	2.4	15871130
DB21_adult_wild	2.2	14929486
DB21_adult_wild	2.4	15806036
DB21_adult_wild	1.5	9801816
DB21_adult_wild	1.7	11251050
DB21_adult_wild	1.8	12000842
DB21_adult_wild	1.9	12419246
DB21_adult_wild	1.4	9501618
DB21_adult_wild	1.9	12732620
DB21_adult_wild	1.5	9725190
DB21_adult_wild	4.6	30893268
DB21_adult_wild	3.7	24651594
DB21_adult_wild	3.9	25934304
DB21_adult_wild	4	26624570
DB21_adult_wild	4.3	28578224
DB21_adult_wild	2.7	18024302
DB21_adult_wild	4.3	28366014
DB21_adult_wild	3	20199868
DB21_adult_wild	3.1	20683244
DB21_adult_wild	3.9	25875430
DB21_adult_wild	3	19941748
DB21_adult_wild	2.1	13832878
DB21_adult_wild	2.2	14870946
DB21_adult_wild	2.1	14213434
DB21_adult_wild	2.3	15439216
DB21_adult_wild	2.3	15127856
DB21_adult_wild	2.2	14704762
DB21_adult_wild	2.8	18350814
DB21_adult_wild	4.1	27121134
DB21_adult_wild	0.6	3909936
DB21_adult_wild	4.1	27334712
DB21_adult_wild	3.9	26116664
DB21_adult_wild	3.8	25009454
DB21_adult_wild	4.3	28746410
DB21_adult_wild	3	19809840
DB21_adult_wild	4.4	29093138
DB21_adult_wild	3.7	24398070
DB21_adult_wild	3.9	25948002
DB21_adult_wild	5.3	35354852
DB21_adult_wild	4.6	30728658
DB21_adult_wild	3.5	23445236
DB21_adult_wild	3	20030726
DB21_adult_wild	2	13554308
DB21_adult_wild	3.3	21916844
DB21_adult_wild	0.2	1528638
DB21_adult_wild	4	26575720
DB21_adult_wild	3.1	20988352
DB21_adult_wild	4.3	28985084
DB21_adult_wild	3.5	23299594
DB21_adult_wild	2.2	14368058
DB21_adult_wild	2.7	17680052
DB21_adult_wild	2.2	14984846
DB21_adult_wild	3.6	24304946
DB21_adult_wild	2.7	18107132
DB21_adult_wild	2.7	18127846
DB21_adult_wild	4.9	32843482
DB21_adult_wild	2.9	19157070
DB21_adult_wild	3.5	23431440
DB21_adult_wild	2.8	18902980
DB21_adult_wild	3.8	25629950
DB21_adult_wild	2.7	17854242
DB21_adult_wild	2.3	15246268
DB21_adult_wild	2.7	18317650
DB21_adult_wild	4.1	27132168
DB21_adult_wild	3.9	26276062
DB21_adult_wild	5	33051128
DB21_adult_wild	3	19810776
DB21_adult_wild	4.2	27908592
DB21_adult_wild	4.9	32944104
DB21_adult_wild	3.5	23208802
DB21_adult_wild	2.7	18079374
DB21_adult_wild	2.6	17196374
DB21_adult_wild	2.6	17058412
DB21_adult_wild	2.4	15998942
DB21_adult_wild	3	19793196
DB21_adult_wild	5.5	36333818
DB21_adult_wild	3.3	22246462
DB21_adult_wild	3.9	25877350
DB21_adult_wild	5.2	34870430
DB21_adult_wild	4.3	28615408
DB21_adult_wild	4	26980420
DB21_adult_wild	4.1	27568064
DB21_adult_wild	5.1	34132668
DB21_adult_wild	5.4	35751828
DB21_adult_wild	2.7	17880014
DB21_adult_wild	3.2	21155510
DB21_adult_wild	3.8	25645394
DB21_adult_wild	3.9	25743118
DB21_adult_wild	3.3	21696288
DB21_adult_wild	2.7	18038972
DB21_adult_wild	4.5	29756572
DB21_adult_wild	3.5	23430394
DB21_adult_wild	2.9	19296116
DB21_adult_wild	5.6	37474308
DB21_adult_wild	2	13435820
DB21_adult_wild	3.8	25315828
DB21_adult_wild	3.5	23036658
DB21_adult_wild	2.4	15705484
DB21_adult_wild	1.2	8087748
DB21_adult_wild	2	13117174
DB21_adult_wild	4.3	28615952
DB21_adult_wild	3.1	20809116
DB21_adult_wild	2.9	19324378
DB21_adult_wild	4.9	32626272
DB21_adult_wild	4.2	28133412
DB21_adult_wild	8.9	59235100
DB21_adult_wild	2.6	17479286
DB21_adult_wild	2.1	13744684
DB21_adult_wild	2.3	15401864
DB21_adult_wild	5.2	34621780
DB21_adult_wild	4.6	30827952
DB21_adult_wild	3.4	22763842
DB21_adult_wild	3.5	23163516
DB21_adult_wild	2.9	19110504
DB21_adult_wild	1.7	11291860
DB21_adult_wild	3	20168668
DB21_adult_wild	4.9	32653248
DB21_adult_wild	4.3	28775906
DB21_adult_wild	2.4	16077290
DB21_adult_wild	3.2	21225960
DB21_adult_wild	2.7	18106174
DB21_adult_wild	4.9	32414288
DB21_adult_wild	3.4	22517706
DB21_adult_wild	2.6	17204108
DB21_adult_wild	5.3	35572426
DB21_adult_wild	4.8	31949778
DB21_adult_wild	3.6	24021884
DB21_adult_wild	2.8	18926340
DB21_adult_wild	0.8	5624424
DB21_adult_wild	2.8	18896790
DB21_adult_wild	3.1	20427820
DB21_adult_wild	4.4	29342830
DB21_adult_wild	3.7	24619808
DB21_adult_wild	2.3	15148110
DB21_adult_wild	2.9	19215718
DB21_adult_wild	2.1	14179914
DB21_adult_wild	2.2	14894824
DB21_adult_wild	2.3	15413126
DB21_adult_wild	2.3	15470960
DB21_adult_wild	2.5	16752136
DB21_adult_wild	2.3	15321882
DB21_adult_wild	4	26533800
DB21_adult_wild	4.9	32358542
DB21_adult_wild	4.4	29209584
DB21_adult_wild	5.2	34585932
DB21_adult_wild	2.8	18606082
DB21_adult_wild	4.5	30183616
DB21_adult_wild	3.1	20547794
DB21_adult_wild	3.9	26228966
DB21_adult_wild	5.7	38166668
DB21_adult_wild	4.8	32016742
DB21_adult_wild	4.6	30440540
DB21_adult_wild	4.3	28627472
DB21_adult_wild	4.6	30984162
DB21_adult_wild	3.7	24830328
DB21_adult_wild	3.2	21610834
DB21_adult_wild	4.1	27000188
DB21_adult_wild	4.5	30058942
DB21_adult_wild	2.1	13842804
DB21_adult_wild	3.9	25741324
DB21_adult_wild	5.2	34341944
DB21_adult_wild	3	20264948
DB21_adult_wild	2.8	18522446
DB21_adult_wild	3.5	23189376
DB21_adult_wild	4.8	31697288
DB21_adult_wild	4	26340430
DB21_adult_wild	2.4	15845520
DB21_adult_wild	3.4	22402942
DB21_adult_wild	4.9	32443896
DB21_adult_wild	4.2	28074690
DB21_adult_wild	4.9	32711478
DB21_adult_wild	4.9	32838416
DB21_adult_wild	3.4	22813830
DB21_adult_wild	2.8	18697858
DB21_adult_wild	4.8	32189222
DB21_adult_wild	3.1	20933148
DB21_adult_wild	3.9	25916334
DB21_adult_wild	4.5	29670052
DB21_adult_wild	4.4	29065592
DB21_adult_wild	3.7	24588682
DB21_adult_wild	5.5	36383174
DB21_adult_wild	3.2	21292964
DB21_adult_wild	2.5	16920414
DB21_adult_wild	4.2	28243962
DB21_adult_wild	2.3	15323400
DB21_adult_wild	2	13607250
DB21_adult_wild	2.1	14001148
DB21_adult_wild	3.8	25650370
DB21_adult_wild	3.2	21449622
DB21_adult_wild	3.1	20899316
DB21_adult_wild	3.4	22564692
DB21_adult_wild	3.9	26122208
DB21_adult_wild	4.2	28026872
DB21_adult_wild	3.2	21462486
DB21_adult_wild	2	13648208
DB21_adult_wild	2.1	14217960
DB21_adult_wild	2.4	15809474
DB21_adult_wild	2.5	16662684
DB21_adult_wild	4.5	29833602
DB21_adult_wild	5.4	36192246
DB21_adult_wild	4.3	28588892
DB21_adult_wild	3.2	21648770
DB21_adult_wild	3.7	24359708
DB21_adult_wild	3.3	22072430
DB21_adult_wild	4.2	28300022
DB21_adult_wild	4.7	31318838
DB21_adult_wild	5.4	36057952
DB21_adult_wild	2.6	17096132
DB21_adult_wild	4	26696372
DB21_adult_wild	2.1	13755352
DB21_adult_wild	2.1	13749174
DB21_adult_wild	2.1	14221350
DB21_adult_wild	1.9	12982142
DB21_adult_wild	2.1	13963272
DB21_adult_wild	2	13300962
DB21_adult_wild	2.1	13849266
DB21_adult_wild	2	13790084
DB21_adult_wild	1.7	11585794
DB21_adult_wild	0.2	1439744
DB21_adult_wild	1.9	12462474
DB21_adult_wild	0.1	582486
DB21_adult_wild	1.1	7189980
DB21_adult_wild	2.1	13799732
DB21_adult_wild	0.5	3609066
DB21_adult_wild	1	7130920
DB21_adult_wild	0.7	4521222
DB21_adult_wild	1.1	7345676
DB21_adult_wild	1.2	7912838
DB21_adult_wild	0.8	5437406
DB21_adult_wild	0.5	3538200
DB21_adult_wild	0.8	5371858
DB21_adult_wild	1.4	9455786
DB21_adult_wild	1.7	11231440
DB21_adult_wild	1.6	10490968
DB21_adult_wild	1.4	9779856
DB21_adult_wild	1.2	8562280
DB21_adult_wild	1.6	10631990
DB21_adult_wild	0.3	2006388
DB21_adult_wild	1.5	9554462
DB21_adult_wild	2.1	14172166
DB21_adult_wild	2.1	13851604
DB21_adult_wild	1.8	11788904
DB21_adult_wild	2	13778090
DB21_adult_wild	2.2	14304678
DB21_adult_wild	2.2	14106304
DB21_adult_wild	2.1	13569140
DB21_adult_wild	2.1	14061432
DB21_adult_wild	2.8	18491940
DB21_adult_wild	1.9	12521008
DB21_adult_wild	1.8	11905832
DB21_adult_wild	0.7	4360286
DB21_adult_wild	1.6	10670442
DB21_adult_wild	1.9	12618732
DB21_adult_wild	2.7	18214772
DB21_adult_wild	1.6	10963618
DB21_adult_wild	2.1	13657504
DB21_adult_wild	2.8	18645258
DB21_adult_wild	1.4	9243640
DB21_adult_wild	1.9	13188658
DB21_adult_wild	2.2	14681844
DB21_adult_wild	2.3	15656194
DB21_adult_wild	1.8	11473438
DB21_adult_wild	2.1	14179102
DB21_adult_wild	1.6	10702088
DB21_adult_wild	1.6	10481824
DB21_adult_wild	1.7	11151814
DB21_adult_wild	1.1	7160318
DB21_adult_wild	2.1	13771166
DB21_adult_wild	2.4	16364860
DB21_adult_wild	2.2	14802354
DB21_adult_wild	2.2	15190118
DB21_adult_wild	2	13191332
DB21_adult_wild	2.2	14484162
DB21_adult_wild	2.3	15694656
DB21_adult_wild	2.4	15731280
DB21_adult_wild	6.6	43606092
DB21_adult_wild	1.8	12261162
DB21_adult_wild	2.3	15203758
DB21_adult_wild	2.3	15050104
DB21_adult_wild	2.1	13420258
DB21_adult_wild	2.5	16537698
DB21_adult_wild	2.3	15643542
DB21_adult_wild	5.9	39267560
DB21_adult_wild	2.2	14662382
DB21_adult_wild	2	13908372
DB21_adult_wild	1.9	12889982
DB21_adult_wild	1.9	12395632
DB21_adult_wild	2.2	15084640
DB21_adult_wild	2.3	15258316
DB21_adult_wild	2	13505624
DB21_adult_wild	1.8	12111774
DB21_adult_wild	2.2	14140116
DB21_adult_wild	1.6	10504058
DB21_adult_wild	0.5	2801502
DB21_adult_wild	2	13219628
DB21_adult_wild	2.2	14409498
DB21_adult_wild	1.9	12895518
DB21_adult_wild	2	13784566
DB21_adult_wild	1.8	11803288
DB21_adult_wild	2.1	13758024
DB21_adult_wild	0.6	3743200
DB21_adult_wild	2.2	14433562
DB21_adult_wild	2.2	14746078
DB21_adult_wild	2.2	15016862
DB21_adult_wild	3	20011232
DB21_adult_wild	1.8	12139832
DB21_adult_wild	2.6	17617720
DB21_adult_wild	2.5	17244520
DB21_adult_wild	2.2	14467568
DB21_adult_wild	2.1	14018680
DB21_adult_wild	1.8	11985120
DB21_adult_wild	2	13685530
DB21_adult_wild	2	13493352
DB21_adult_wild	2	13665584
DB21_adult_wild	1.8	12061856
DB21_adult_wild	2.2	14796876
DB21_adult_wild	2.4	15839454
DB21_adult_wild	2.3	15332678
DB21_adult_wild	2.3	15534090
DB21_adult_wild	2.1	14087348
DB21_adult_wild	2.1	13970784
DB21_adult_wild	1.9	12957928
DB21_adult_wild	2.5	16964710
DB21_adult_wild	1.9	12442000
DB21_adult_wild	2	13314486
DB21_adult_wild	2.1	14019490
DB21_adult_wild	1.8	12200602
DB21_adult_wild	0.8	5640084
DB21_adult_wild	1.7	11554648
DB21_adult_wild	1.7	11388390
DB21_adult_wild	1.8	12034476
DB21_adult_wild	2.2	14369968
DB21_adult_wild	2	13542720
DB21_adult_wild	1.6	10126078
DB21_adult_wild	1.4	9457722
DB21_adult_wild	2	13146626
DB21_adult_wild	1.6	10600122
DB21_adult_wild	1.8	12082494
DB21_adult_wild	2	13331146
DB21_adult_wild	2.1	13782374
DB21_adult_wild	2.4	15686226
DB21_adult_wild	2.3	15231054
DB21_adult_wild	2.7	18250366
DB21_adult_wild	2.4	16369944
DB21_adult_wild	2.1	14140342
DB21_adult_wild	0.4	3005674
DB21_adult_wild	2.4	16095854
DB21_adult_wild	2.5	16225040
DB21_adult_wild	2.1	13893944
DB21_adult_wild	1.8	12247920
DB21_adult_wild	1.9	13019070
DB21_adult_wild	2	13228340
DB21_adult_wild	1.8	12121126
DB21_adult_wild	1.7	11629390
