sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
NB0419_019_NB_1_1	4106528	620085728	612850135	549189884
NB0419_003_NB_1_1	8456096	1276870496	1262119786	1131181765
NB0419_008_NB_1_1	12086930	1825126430	1808579275	1630444446
NB0419_030_NB_1_1	5463916	825051316	816803688	735279523
NB0419_034_NB_1_1	21796494	3291270594	3263779481	2928379905
NB0419_046_NB_1_1	11304746	1707016646	1620928896	1423485414
NB0419_049_NB_1_1	19364146	2923986046	2906588810	2620065638
NB0419_050_NB_1_1	8504644	1284201244	1275099739	1146285970
SR0419_031_SR_1_1	16986492	2564960292	2550504491	2283297042
SR0419_027_SR_1_1	17680614	2669772714	2625467573	2345668519
SR0419_033_SR_1_1	5417186	817995086	810260256	726892257
SR0419_034_SR_1_1	4800742	724912042	717397696	642813221
SR0419_035_SR_1_1	10354988	1563603188	1550750685	1383370541
SR0419_041_SR_1_1	7914070	1195024570	1183306386	1064109754
SR0419_042_SR_1_1	11665864	1761545464	1745560536	1562669008
SR0419_045_SR_1_1	10788682	1629090982	1611346061	1446578504
SR0419_046_SR_1_1	7047612	1064189412	1043927995	932981687
SR0719ch_123_CHR_1_1	5098788	769916988	759109744	675417036
SR0719ch_131_CHR_1_1	8496054	1282904154	1263619120	1129366491
SR0719ch_294_CHR_1_1	10629772	1605095572	1590820059	1431874805
SR0719r_193_REF_1_1	1652136	249472536	245583519	219445532
SR0719r_257_REF_1_1	8665762	1308530062	1293420909	1155599929
SR0719r_260_REF_1_1	2609830	394084330	389304602	347446812
SR0719r_265_REF_1_1	7098730	1071908230	1058415508	949088650
SR0719r_266_REF_1_1	11193598	1690233298	1676221724	1504349928
SR0719r_276_REF_1_1	11819238	1784704938	1767352663	1577484686
SR0719r_034_REF_1_1	10468848	1580796048	1560041429	1400833182
SR0719r_051_REF_1_1	7592238	1146427938	1131074418	1013595819
SR0719r_056_REF_1_1	3781572	571017372	565535226	508268762
SR0719r_061_REF_1_1	9577252	1446165052	1428976183	1286882699
SR0719r_075_REF_1_1	17773308	2683769508	2658622218	2394947960
SR0719r_095_REF_1_1	5098084	769810684	760187291	680273643
SR0719r_403_REF_1_1	3869350	584271850	579341574	521918414
SR0719r_404_REF_1_1	1913940	289004940	286802400	257425199
SR0719r_406_REF_1_1	2910472	439481272	433211005	388484570
SR0719r_413_REF_1_1	767768	115932968	113913233	101338584
SR0719r_415_REF_1_1	572498	86447198	85639300	76044649
SR0719r_418_REF_1_1	15509192	2341887992	2313870337	2077360133
SR0719r_419_REF_1_1	10617248	1603204448	1570943788	1405372870
SR0719r_420_REF_1_1	3672744	554584344	551193025	493630141
SR0719r_422_REF_1_1	2642642	399038942	395553234	356920035
SR0719r_423_REF_1_1	382440	57748440	55303978	48676795
SR0719r_424_REF_1_1	20815278	3143106978	3109147760	2793764769
SR0719r_425_REF_1_1	11389376	1719795776	1705279644	1531421218
SR0719r_426_REF_1_1	1732062	261541362	257942092	231977450
SR0719r_427_REF_1_1	4730234	714265334	708777957	637199146
Runtime: 2:42:59 (hh:mm:ss)
sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
ARN0419_002_ARN_1_2	21723906	3280309806	3245193552	2870808525
ARN0419_019_ARN_1_2	7049366	1064454266	1034594862	899225857
ARN0419_035_ARN_1_2	6984622	1054677922	1043127487	921082251
ARN0419_045_ARN_1_2	40991136	6189661536	6115172625	5375859874
ARN0419_046_ARN_1_2	19842144	2996163744	2955947182	2570750835
ARN0419_050_ARN_1_2	7843114	1184310214	1159719796	1010696849
COH0419_007_COH_1_2	5993994	905093094	897754925	791307526
COH0419_017_COH_1_2	24259748	3663221948	3623559509	3177978326
COH0419_019_COH_1_2	17634520	2662812520	2582650572	2234991450
COH0419_027_COH_1_2	6269758	946733458	931695769	811805949
COH0419_042_COH_1_2	18217288	2750810488	2459431042	2031227818
COH0419_044_COH_1_2	13290232	2006825032	1961507352	1696564542
COH0419_045_COH_1_2	7900648	1192997848	1141197785	983415757
COH0419_046_COH_1_2	14657472	2213278272	2127403502	1833759693
COH0419_048_COH_1_2	20444248	3087081448	3042363307	2667061239
HC0419_004_HC_1_2	7630546	1152212446	1140275086	999868711
HC0419_005_HC_1_2	11524968	1740270168	1723027554	1510965209
HC0419_012_HC_1_2	2075350	313377850	308228814	269959528
HC0419_032_HC_1_2	24624038	3718229738	3676152787	3227654062
HC0419_047_HC_1_2	18043104	2724508704	2682784713	2345846573
HC0419_048_HC_1_2	19310296	2915854696	2832238520	2457308049
HC0419_062_HC_1_2	9055450	1367372950	1333461786	1156728397
HC0419_064_HC_1_2	16643704	2513199304	2473983692	2160249592
HC0419_065_HC_1_2	15733520	2375761520	2335961170	2032073185
NB0419_001_NB_1_2	13261166	2002436066	1961240728	1711113366
NB0419_002_NB_1_2	6271756	947035156	930799219	813227686
NB0419_004_NB_1_2	19171490	2894894990	2855522743	2511639179
NB0419_005_NB_1_2	5586546	843568446	830327826	728145562
NB0419_011_NB_1_2	13421190	2026599690	1997579021	1751670399
NB0419_020_NB_1_2	3681934	555972034	540941017	468809753
NB0419_027_NB_1_2	4275824	645649424	635386526	559046817
NB0419_029_NB_1_2	11144402	1682804702	1663400882	1465496134
NB0419_031_NB_1_2	13852658	2091751358	2055412123	1788857508
NB0419_033_NB_1_2	19121312	2887318112	2862988700	2522744421
NB0419_035_NB_1_2	15296116	2309713516	2285293970	2009427148
NB0419_045_NB_1_2	16176392	2442635192	2213851382	1831245333
SR0419_009_SR_1_2	15306032	2311210832	2280714949	1998667914
SR0419_025_SR_1_2	15852530	2393732030	2174695643	1815151715
SR0419_028_SR_1_2	10139166	1531014066	1492731259	1301005821
SR0419_032_SR_1_2	9716250	1467153750	1435506193	1242887377
SR0419_038_SR_1_2	17662712	2667069512	2639880062	2302525805
SR0419_039_SR_1_2	21687826	3274861726	3232549435	2820569967
SR0419_040_SR_1_2	16250204	2453780804	2371797349	2056334477
SR0419_047_SR_1_2	4912812	741834612	713462898	616577005
SR0419_048_SR_1_2	5425298	819219998	781169997	672078568
SR0719ch_008_CHR_1_2	8544984	1290292584	1232857818	1057997095
SR0719ch_016_CHR_1_2	5660152	854682952	838855051	736267996
SR0719ch_017_CHR_1_2	4565262	689354562	683068582	602414722
SR0719ch_022_CHR_1_2	7477330	1129076830	1110230373	973296353
SR0719ch_044_CHR_1_2	5083410	767594910	744983284	642133196
SR0719ch_066_CHR_1_2	5103320	770601320	730993624	625821247
SR0719ch_074_CHR_1_2	11141240	1682327240	1566445687	1321477426
SR0719ch_099_CHR_1_2	8643634	1305188734	1179420945	975984439
SR0719ch_103_CHR_1_2	11476794	1732995894	1581445686	1322466802
SR0719ch_119_CHR_1_2	7359956	1111353356	1008188187	840975566
SR0719ch_129_CHR_1_2	7755334	1171055434	1100677975	915090334
SR0719ch_138_CHR_1_2	10016946	1512558846	1417215985	1195164357
SR0719ch_147_CHR_1_2	5852678	883754378	804073962	669922307
SR0719ch_169_CHR_1_2	10767714	1625924814	1531043404	1301074771
SR0719ch_181_CHR_1_2	11009488	1662432688	1517109592	1259565952
SR0719ch_201_CHR_1_2	7331698	1107086398	1085697573	950053054
SR0719ch_228_CHR_1_2	6420506	969496406	859595498	697094621
SR0719ch_248_CHR_1_2	9936930	1500476430	1376169300	1147402560
SR0719ch_317_CHR_1_2	9080744	1371192344	1337628065	1164408027
SR0719ch_324_CHR_1_2	5796236	875231636	851362297	734457939
SR0719ch_327_CHR_1_2	3676880	555208880	551213391	494305229
SR0719ch_333_CHR_1_2	6979628	1053923828	972131439	821311237
SR0719ch_336_CHR_1_2	11282668	1703682868	1665812973	1455912214
SR0719r_053_REF_1_2	4044010	610645510	601484459	527212276
SR0719r_277_REF_1_2	151650	22899150	21641303	18530354
SR0719r_286_REF_1_2	2757544	416389144	401348290	344038849
SR0719r_287_REF_1_2	3205792	484074592	461538106	396883740
SR0719r_296_REF_1_2	4303024	649756624	633982871	551039919
SR0719r_302_REF_1_2	12762318	1927110018	1813898850	1542341210
SR0719r_306_REF_1_2	6030696	910635096	843226917	709146759
SR0719r_314_REF_1_2	14365260	2169154260	2118818550	1849918203
SR0719r_316_REF_1_2	12884186	1945512086	1910960101	1656680424
SR0719r_318_REF_1_2	12201064	1842360664	1793488596	1560313798
SR0719r_328_REF_1_2	5279230	797163730	774664817	670922590
SR0719r_332_REF_1_2	7120748	1075232948	1031797943	885129885
SR0719r_401_REF_1_2	2956654	446454754	440274903	385344024
SR0719r_402_REF_1_2	9718504	1467494104	1404437713	1206240983
SR0719r_405_REF_1_2	4475692	675829492	662344306	573901234
SR0719r_407_REF_1_2	6607768	997772968	984265981	862969122
SR0719r_408_REF_1_2	2729442	412145742	405274746	353868542
SR0719r_409_REF_1_2	1286134	194206234	189026084	164334085
SR0719r_411_REF_1_2	596638	90092338	86468321	74941196
SR0719r_417_REF_1_2	11425128	1725194328	1700307204	1491084047
Runtime: 3:11:6 (hh:mm:ss)
sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
ARN0419_036_ARN_1_3	8453108	1276419308	1267703022	947421968
ARN0419_038_ARN_1_3	6236426	941700326	936621367	705690240
ARN0419_010_ARN_1_3	14865708	2244721908	2220328796	1663330929
ARN0419_023_ARN_1_3	9672374	1460528474	1449576225	1067425682
ARN0419_025_ARN_1_3	17336260	2617775260	2535347257	1858042667
ARN0419_028_ARN_1_3	15961888	2410245088	2382774498	1796529119
ARN0419_044_ARN_1_3	15455610	2333797110	2252838646	1658620278
ARN0419_031_ARN_1_3	10369064	1565728664	1418759889	1015510787
ARN0419_029_ARN_1_3	11193344	1690194944	1681601443	1263822410
ARN0419_001_ARN_1_3	18361990	2772660490	2758624414	2075943983
COH0419_032_COH_1_3	4468904	674804504	670813749	500542301
COH0419_033_COH_1_3	4649274	702040374	696818602	516370846
COH0419_039_COH_1_3	16025166	2419800066	2404466741	1791879946
COH0419_004_COH_1_3	12407490	1873530990	1844841716	1368464317
COH0419_014_COH_1_3	16616098	2509030798	2483658001	1852955064
COH0419_020_COH_1_3	7792254	1176630354	1069675540	756411678
COH0419_021_COH_1_3	13948850	2106276350	2077381962	1543367927
COH0419_025_COH_1_3	10679978	1612676678	1578281973	1151553159
COH0419_009_COH_1_3	14136134	2134556234	2124422346	1585725667
COH0419_010_COH_1_3	14290136	2157810536	2145401581	1612329186
HC0419_013_HC_1_3	8258094	1246972194	1237224491	926617296
HC0419_014_HC_1_3	10334952	1560577752	1547228581	1164763882
HC0419_019_HC_1_3	2647758	399811458	393344911	286277478
HC0419_028_HC_1_3	16272830	2457197330	2377455130	1758531918
HC0419_036_HC_1_3	6907862	1043087162	1021873921	754873989
HC0419_025_HC_1_3	6897444	1041514044	1016820610	755803735
HC0419_015_HC_1_3	6426978	970473678	959813274	722854870
NB0419_015_NB_1_3	364330	55013830	52261383	37522695
NB0419_018_NB_1_3	10347784	1562515384	1547046235	1155338686
NB0419_022_NB_1_3	3862462	583231762	577849416	436749756
NB0419_023_NB_1_3	3231708	487987908	482128422	356649970
NB0419_024_NB_1_3	13841684	2090094284	2076945829	1556122570
NB0419_028_NB_1_3	2621986	395919886	386049424	284308056
NB0419_006_NB_1_3	6542724	987951324	963368709	710955682
NB0419_007_NB_1_3	7893808	1191965008	1117457301	807630154
NB0419_009_NB_1_3	11249664	1698699264	1682067290	1247193611
NB0419_010_NB_1_3	15075874	2276456974	2234316824	1665724800
NB0419_012_NB_1_3	6238374	941994474	929181630	696433102
NB0419_013_NB_1_3	7791928	1176581128	1161777355	867812896
NB0419_014_NB_1_3	16241268	2452431468	2392026165	1771020290
NB0419_032_NB_1_3	9306642	1405302942	1388332804	1036564215
NB0419_038_NB_1_3	9273168	1400248368	1383467499	1037183709
NB0419_039_NB_1_3	10119888	1528103088	1454529886	1064651091
NB0419_040_NB_1_3	4508316	680755716	635803623	457929463
NB0419_042_NB_1_3	7442540	1123823540	906123808	606235558
NB0419_043_NB_1_3	14858576	2243644976	1887758007	1298015312
NB0419_044_NB_1_3	6738614	1017530714	929274497	672941842
NB0419_047_NB_1_3	7929108	1197295308	1036004160	718946355
NB0419_048_NB_1_3	9674848	1460902048	1330402310	944865357
NB0419_041_NB_1_3	15139792	2286108592	1994445467	1395882282
SR0419_030_SR_1_3	5007850	756185350	749851175	561151362
SR0419_003_SR_1_3	17057446	2575674346	2543528442	1887243805
SR0419_012_SR_1_3	9936890	1500470390	1482702188	1107137374
SR0419_016_SR_1_3	10379850	1567357350	1552709328	1139714795
SR0419_017_SR_1_3	9631464	1454351064	1440982728	1075690168
SR0419_018_SR_1_3	10081010	1522232510	1511087593	1118781925
SR0419_020_SR_1_3	7666442	1157632742	1121001050	825644152
SR0419_022_SR_1_3	16089052	2429446852	2238339159	1629368923
SR0419_023_SR_1_3	13410618	2025003318	1847245347	1334452646
SR0419_024_SR_1_3	17395234	2626680334	2545314404	1874399786
SR0419_036_SR_1_3	21327602	3220467902	3177175914	2351796980
SR0419_043_SR_1_3	14129770	2133595270	2111037783	1581285002
SR0419_044_SR_1_3	19934218	3010066918	2988422768	2225312242
SR0419_005_SR_1_3	5708476	861979876	812069451	581310589
SR0419_014_SR_1_3	5968544	901250144	894315670	667681243
SR0719ch_083_CHR_1_3	5067860	765246860	729015303	529185911
SR0719ch_094_CHR_1_3	6643472	1003164272	893523733	612277402
SR0719ch_141_CHR_1_3	10578712	1597385512	1488939740	1087015097
SR0719ch_236_CHR_1_3	6778934	1023619034	971484398	708451354
SR0719ch_279_CHR_1_3	15597054	2355155154	2117403376	1505880617
SR0719ch_283_CHR_1_3	5816666	878316566	836180463	607766270
SR0719ch_064_CHR_1_3	10040670	1516141170	1367546369	977228794
SR0719ch_183_CHR_1_3	4713434	711728534	654080593	467377218
SR0719ch_186_CHR_1_3	5786072	873696872	824460954	599792979
SR0719ch_216_CHR_1_3	8890624	1342484224	1272225602	933478151
SR0719ch_218_CHR_1_3	5440350	821492850	806486415	602600927
SR0719ch_237_CHR_1_3	5944486	897617386	807223360	574430349
SR0719ch_256_CHR_1_3	7343176	1108819576	1017674136	721410000
SR0719ch_261_CHR_1_3	11909676	1798361076	1748321331	1278285239
SR0719ch_019_CHR_1_3	11670440	1762236440	1727613057	1264538679
SR0719ch_028_CHR_1_3	5782266	873122166	839104085	618858335
SR0719ch_232_CHR_1_3	5679028	857533228	848287058	630393268
SR0719r_292_REF_1_3	1786326	269735226	262223276	192644607
SR0719r_295_REF_1_3	3372828	509297028	489065891	355314034
SR0719r_412_REF_1_3	328016	49530416	47637966	35455070
SR0719r_414_REF_1_3	675418	101988118	97340534	71634098
SR0719r_416_REF_1_3	618396	93377796	90761303	66576539
SR0719r_421_REF_1_3	653602	98693902	92540236	67570427
Runtime: 2:57:29 (hh:mm:ss)
sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
ARN0419_032_ARN_1_4	8064546	1217746446	1204221270	1029823669
ARN0419_039_ARN_1_4	204	30804	27848	10688
ARN0419_041_ARN_1_4	13621960	2056915960	2036987082	1737737668
ARN0419_005_ARN_1_4	18802518	2839180218	2785668732	2375400562
ARN0419_006_ARN_1_4	17557574	2651193674	2604203390	2207197023
ARN0419_007_ARN_1_4	18134508	2738310708	2685817285	2275163268
ARN0419_008_ARN_1_4	24169980	3649666980	3594491079	3041702152
ARN0419_009_ARN_1_4	26030984	3930678584	3871567281	3303674281
ARN0419_013_ARN_1_4	19824118	2993441818	2939793834	2507778126
ARN0419_014_ARN_1_4	14060710	2123167210	2086900696	1772093660
ARN0419_015_ARN_1_4	24941840	3766217840	3652398985	3043096085
ARN0419_016_ARN_1_4	21024408	3174685608	3111584210	2653299433
ARN0419_017_ARN_1_4	23315530	3520645030	3449455726	2928301641
ARN0419_018_ARN_1_4	12736200	1923166200	1893497776	1602932935
ARN0419_022_ARN_1_4	9689956	1463183356	1431283731	1213374778
ARN0419_024_ARN_1_4	9181018	1386333718	1372053592	1165355416
ARN0419_026_ARN_1_4	5517102	833082402	744715675	595396586
ARN0419_043_ARN_1_4	8896778	1343413478	1076701149	796951825
ARN0419_047_ARN_1_4	7736860	1168265860	1063892961	864876164
ARN0419_034_ARN_1_4	23733636	3583779036	3548278037	3037137896
ARN0419_003_ARN_1_4	12405088	1873168288	1851676740	1565660738
ARN0419_004_ARN_1_4	12353072	1865313872	1849641064	1573871401
ARN0419_011_ARN_1_4	8075508	1219401708	830200971	511018552
ARN0419_012_ARN_1_4	13283414	2005795514	1786321878	1412339529
COH0419_040_COH_1_4	785970	118681470	110099797	90165236
COH0419_001_COH_1_4	9037464	1364657064	1347073222	1144243361
COH0419_002_COH_1_4	12088260	1825327260	1795283900	1530660462
COH0419_003_COH_1_4	19611792	2961380592	2919546469	2493634387
COH0419_013_COH_1_4	20601494	3110825594	2254152396	1514202738
COH0419_015_COH_1_4	17020210	2570051710	2529200306	2135257011
COH0419_016_COH_1_4	9803790	1480372290	1454694839	1239594034
COH0419_018_COH_1_4	11787192	1779865992	1741029239	1465811939
COH0419_022_COH_1_4	17720890	2675854390	2651124118	2256061480
COH0419_030_COH_1_4	14330772	2163946572	2140301448	1831801925
COH0419_041_COH_1_4	8422524	1271801124	1170956774	955222920
COH0419_034_COH_1_4	15051126	2272720026	2224850479	1883221611
COH0419_005_COH_1_4	24864108	3754480308	3724739824	3194539922
COH0419_006_COH_1_4	16874936	2548115336	2524651187	2169613134
COH0419_011_COH_1_4	14841882	2241124182	2226247452	1906487625
HC0419_016_HC_1_4	8527306	1287623206	1265705198	1070921298
HC0419_003_HC_1_4	1795086	271057986	264361226	222556635
HC0419_006_HC_1_4	7028554	1061311654	1051076231	895871386
HC0419_007_HC_1_4	11948438	1804214138	1783024249	1518173972
HC0419_008_HC_1_4	4157586	627795486	616964916	520651389
HC0419_024_HC_1_4	5116712	772623512	678827312	536055624
HC0419_029_HC_1_4	4282554	646665654	490557940	346635726
HC0419_060_HC_1_4	7441066	1123600966	1042648108	849985161
HC0419_063_HC_1_4	12567738	1897728438	1804188299	1480509624
HC0419_009_HC_1_4	6798548	1026580748	840802352	633816792
HC0419_012_HC_1_4	7813984	1179911584	1144836746	963166843
HC0419_022_HC_1_4	9050544	1366632144	1334148295	1130209530
NB0419_025_NB_1_4	4244870	640975370	629926227	535062088
NB0419_026_NB_1_4	9274690	1400478190	1374837634	1174742380
NB0419_036_NB_1_4	2226116	336143516	330096661	280079396
SR0419_029_SR_1_4	6397296	965991696	956789062	815980039
SR0419_001_SR_1_4	15193020	2294146020	2261742703	1916763778
SR0419_002_SR_1_4	24869210	3755250710	3694039223	3112459882
SR0419_004_SR_1_4	9017420	1361630420	1340334983	1137637258
SR0419_006_SR_1_4	20735606	3131076506	2870119039	2335591742
SR0419_007_SR_1_4	21050440	3178616440	3138716480	2677334354
SR0419_008_SR_1_4	11695906	1766081806	1731768611	1462278640
SR0419_010_SR_1_4	19767440	2984883440	2948017205	2502919822
SR0419_011_SR_1_4	11706668	1767706868	1737478241	1484166841
SR0419_013_SR_1_4	8386394	1266345494	1246726568	1052648191
SR0419_019_SR_1_4	25522392	3853881192	3806071802	3226190891
SR0419_021_SR_1_4	7187028	1085241228	939021072	736488653
SR0419_026_SR_1_4	12659588	1911597788	1894102257	1616333665
SR0419_037_SR_1_4	14097736	2128758136	2106059558	1780870229
SR0419_015_SR_1_4	10240318	1546288018	1493790280	1258637430
SR0719ch_002_CHR_1_4	12665500	1912490500	1788118230	1487366862
SR0719ch_029_CHR_1_4	6829150	1031201650	952376634	783060699
SR0719ch_112_CHR_1_4	14741322	2225939622	1953668582	1517090105
SR0719ch_155_CHR_1_4	8264034	1247869134	1124326829	900695013
SR0719ch_089_CHR_1_4	7332762	1107247062	923807240	701138196
SR0719ch_258_CHR_1_4	8014500	1210189500	981614311	722338194
SR0719ch_140_CHR_1_4	9459766	1428424666	1393993697	1180771703
SR0719ch_197_CHR_1_4	5726684	864729284	859757724	730361310
SR0719r_014_REF_1_4	12892902	1946828202	1689103905	1316571519
SR0719r_410_REF_1_4	6509270	982899770	966098350	798660614
Runtime: 3:25:53 (hh:mm:ss)
sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
ARN0419_039_ARN_1_5	6431796	964769400	957749874	811788720
ARN0419_049_ARN_1_5	11067314	1660097100	1649213550	1390521280
ARN0419_030_ARN_1_5	1101430	165214500	162042733	136661152
ARN0419_037_ARN_1_5	6975254	1046288100	1037122638	875115944
ARN0419_033_ARN_1_5	9984160	1497624000	1486571692	1264039632
ARN0419_026_ARN_1_5	5506866	826029900	730783485	574632626
ARN0419_040_ARN_1_5	10295886	1544382900	1536042199	1297535066
ARN0419_038_ARN_1_5	2142832	321424800	319427779	272064981
ARN0419_035_ARN_1_5	2143066	321459900	318440128	270601714
ARN0419_019_ARN_1_5	8311006	1246650900	1218973887	1025517892
ARN0419_048_ARN_1_5	14658096	2198714400	2181854740	1839154538
ARN0419_047_ARN_1_5	325850	48877500	43772126	34924339
ARN0419_050_ARN_1_5	6126652	918997800	904089370	759763482
ARN0419_032_ARN_1_5	2099216	314882400	311376568	263618045
ARN0419_011_ARN_1_5	414380	62157000	42249621	25048631
ARN0419_036_ARN_1_5	313840	47076000	46699107	39622496
ARN0419_027_ARN_1_5	2082822	312423300	309483950	263419141
ARN0419_020_ARN_1_5	2023074	303461100	300997248	255996774
ARN0419_043_ARN_1_5	148970	22345500	17537208	12609074
ARN0419_024_ARN_1_5	3948	592200	583749	477891
COH0419_043_COH_1_5	12125546	1818831900	1807375477	1534399854
COH0419_047_COH_1_5	8307832	1246174800	1232083608	1037775932
COH0419_040_COH_1_5	279544	41931600	38673402	31330643
COH0419_032_COH_1_5	4784898	717734700	712897594	603284671
COH0419_033_COH_1_5	3628484	544272600	539958231	453845711
COH0419_029_COH_1_5	18643882	2796582300	2773856242	2355885485
COH0419_007_COH_1_5	13029826	1954473900	1940542329	1643404178
COH0419_027_COH_1_5	5132864	769929600	759595080	635913943
COH0419_031_COH_1_5	8544292	1281643800	1274166741	1081853939
COH0419_036_COH_1_5	6483240	972486000	965966787	813685212
COH0419_020_COH_1_5	1337446	200616900	181544287	144017765
COH0419_045_COH_1_5	5425838	813875700	786650718	657161327
COH0419_023_COH_1_5	2951248	442687200	439627943	367009754
COH0419_024_COH_1_5	10566172	1584925800	1572173546	1329699874
COH0419_041_COH_1_5	1156358	173453700	158458976	127319331
COH0419_035_COH_1_5	624840	93726000	93225861	78979945
COH0419_001_COH_1_5	247622	37143300	36664400	30828495
HC0419_029_HC_1_5	1954354	293153100	219086575	151511825
HC0419_020_HC_1_5	19612438	2941865700	2914713983	2450778370
HC0419_003_HC_1_5	1680056	252008400	246287015	206046479
HC0419_019_HC_1_5	4874046	731106900	718292087	600048492
HC0419_059_HC_1_5	10693770	1604065500	1592147067	1340779080
HC0419_017_HC_1_5	6604192	990628800	979629650	824192438
HC0419_008_HC_1_5	1937524	290628600	285327513	237867064
HC0419_043_HC_1_5	8664952	1299742800	1287508730	1090031859
HC0419_024_HC_1_5	2443188	366478200	315963437	243672397
HC0419_041_HC_1_5	12080474	1812071100	1799197758	1518458365
HC0419_067_HC_1_5	9416438	1412465700	1399190479	1182084710
HC0419_015_HC_1_5	669132	100369800	99046349	84161934
HC0419_009_HC_1_5	1548438	232265700	187520119	138706836
HC0419_025_HC_1_5	2871968	430795200	419345345	351947132
HC0419_036_HC_1_5	4354668	653200200	638930235	533929943
HC0419_006_HC_1_5	3103078	465461700	461023031	378174533
HC0419_058_HC_1_5	4379524	656928600	650973149	549522596
HC0419_060_HC_1_5	1880374	282056100	260428710	209249533
HC0419_004_HC_1_5	2320532	348079800	345043659	291215815
HC0419_012_HC_1_5	692412	103861800	100470294	83502975
HC0419_013_HC_1_5	837178	125576700	124469348	104979267
HC0419_016_HC_1_5	417662	62649300	61618901	51599918
HC0419_022_HC_1_5	202474	30371100	29576549	24796865
HC0419_062_HC_1_5	260232	39034800	38218071	31878266
NB0419_037_NB_1_5	18217652	2732647800	2716066138	2305089554
NB0419_015_NB_1_5	575426	86313900	81580911	65924893
NB0419_036_NB_1_5	565772	84865800	83317021	69994826
NB0419_028_NB_1_5	3191168	478675200	466457106	386480237
NB0419_023_NB_1_5	5117190	767578500	757746721	636035217
NB0419_017_NB_1_5	2490018	373502700	370262988	278907527
NB0419_020_NB_1_5	5850726	877608900	856813860	713487090
NB0419_022_NB_1_5	3594664	539199600	533491586	453227940
NB0419_019_NB_1_5	8498776	1274816400	1261634222	1066117166
NB0419_025_NB_1_5	3153710	473056500	465157159	388828310
NB0419_027_NB_1_5	5642588	846388200	835489728	707816560
NB0419_040_NB_1_5	4169940	625491000	580685506	470371423
NB0419_030_NB_1_5	19856906	2978535900	2949866396	2510059394
NB0419_005_NB_1_5	7492586	1123887900	1109927586	937154959
NB0419_012_NB_1_5	3084066	462609900	455394903	385145660
NB0419_002_NB_1_5	4411124	661668600	652372160	548028659
NB0419_006_NB_1_5	6841728	1026259200	999553738	832028934
NB0419_044_NB_1_5	9544990	1431748500	1297371715	1043504315
