prefix	lane_number	seq_id	sample_id	population	data_type
SR0719ch_089_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_089	CHR	pe
SR0719ch_094_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_094	CHR	pe
SR0719ch_099_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_099	CHR	pe
SR0719ch_103_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_103	CHR	pe
SR0719ch_112_CHR_1_4_pe_bt2_CV30_masked_minq20_sorted.bam	4	1	SR0719ch_112	CHR	pe
SR0719ch_119_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_119	CHR	pe
SR0719ch_123_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_123	CHR	pe
SR0719ch_129_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_129	CHR	pe
SR0719ch_131_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_131	CHR	pe
SR0719ch_138_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_138	CHR	pe
SR0719ch_140_CHR_1_4_pe_bt2_CV30_masked_minq20_sorted.bam	4	1	SR0719ch_140	CHR	pe
SR0719ch_141_CHR_1_3_pe_bt2_CV30_masked_minq20_sorted.bam	3	1	SR0719ch_141	CHR	pe
SR0719ch_147_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_147	CHR	pe
SR0719ch_155_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_155	CHR	pe
SR0719ch_169_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_169	CHR	pe
SR0719ch_181_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_181	CHR	pe
SR0719ch_183_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_183	CHR	pe
SR0719ch_186_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_186	CHR	pe
SR0719ch_197_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_197	CHR	pe
SR0719ch_201_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_201	CHR	pe
SR0719ch_216_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_216	CHR	pe
SR0719ch_218_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_218	CHR	pe
SR0719ch_228_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_228	CHR	pe
SR0719ch_232_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_232	CHR	pe
SR0719ch_236_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_236	CHR	pe
SR0719ch_237_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_237	CHR	pe
SR0719ch_248_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_248	CHR	pe
SR0719ch_256_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_256	CHR	pe
SR0719ch_258_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_258	CHR	pe
SR0719ch_261_CHR_1_3_pe_bt2_CV30_masked_minq20_sorted.bam	3	1	SR0719ch_261	CHR	pe
SR0719ch_279_CHR_1_3_pe_bt2_CV30_masked_minq20_sorted.bam	3	1	SR0719ch_279	CHR	pe
SR0719ch_283_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_283	CHR	pe
SR0719ch_294_CHR_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719ch_294	CHR	pe
SR0719ch_317_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_317	CHR	pe
SR0719ch_324_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_324	CHR	pe
SR0719ch_333_CHR_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719ch_333	CHR	pe
SR0719ch_336_CHR_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719ch_336	CHR	pe
SR0719r_014_REF_1_4_pe_bt2_CV30_masked_minq20_sorted.bam	4	1	SR0719r_014	REF	pe
SR0719r_034_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_034	REF	pe
SR0719r_051_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_051	REF	pe
SR0719r_053_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_053	REF	pe
SR0719r_056_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_056	REF	pe
SR0719r_061_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_061	REF	pe
SR0719r_075_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_075	REF	pe
SR0719r_095_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_095	REF	pe
SR0719r_193_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_193	REF	pe
SR0719r_257_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_257	REF	pe
SR0719r_260_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_260	REF	pe
SR0719r_265_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_265	REF	pe
SR0719r_266_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_266	REF	pe
SR0719r_276_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_276	REF	pe
SR0719r_277_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_277	REF	pe
SR0719r_286_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_286	REF	pe
SR0719r_287_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_287	REF	pe
SR0719r_292_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_292	REF	pe
SR0719r_295_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_295	REF	pe
SR0719r_296_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_296	REF	pe
SR0719r_302_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_302	REF	pe
SR0719r_306_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_306	REF	pe
SR0719r_314_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_314	REF	pe
SR0719r_316_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_316	REF	pe
SR0719r_318_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_318	REF	pe
SR0719r_328_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_328	REF	pe
SR0719r_332_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_332	REF	pe
SR0719r_401_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_401	REF	pe
SR0719r_402_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_402	REF	pe
SR0719r_403_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_403	REF	pe
SR0719r_404_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_404	REF	pe
SR0719r_405_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_405	REF	pe
SR0719r_406_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_406	REF	pe
SR0719r_407_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_407	REF	pe
SR0719r_408_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_408	REF	pe
SR0719r_409_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_409	REF	pe
SR0719r_410_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_410	REF	pe
SR0719r_411_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_411	REF	pe
SR0719r_413_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_413	REF	pe
SR0719r_414_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_414	REF	pe
SR0719r_415_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_415	REF	pe
SR0719r_416_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_416	REF	pe
SR0719r_417_REF_1_2_pe_bt2_CV30_masked_minq20_sorted.bam	2	1	SR0719r_417	REF	pe
SR0719r_418_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_418	REF	pe
SR0719r_419_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_419	REF	pe
SR0719r_420_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_420	REF	pe
SR0719r_421_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_421	REF	pe
SR0719r_422_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_422	REF	pe
SR0719r_423_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_423	REF	pe
SR0719r_424_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_424	REF	pe
SR0719r_425_REF_1_1_pe_bt2_CV30_masked_minq20_sorted.bam	1	1	SR0719r_425	REF	pe
SR0719r_426_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_426	REF	pe
SR0719r_427_REF_merged_bt2_CV30_masked_minq20_sorted.bam	6	1	SR0719r_427	REF	pe

