bamhead	mean_depth	sd_depth	mean_depth_nonzero	mean_depth_within2sd	median	proportion_of_reference_covered
Cv326_CHR	2.41478098420778	3.53434399501544	5.24879270059536	1.91856814937024	0	0.460064079866399
Cv328_REF	1.90281158487619	2.86005692564972	4.28454057206262	1.45063125221141	0	0.444110996937225
Cv330_REF	2.63050334111299	3.86313430988312	5.67991415221853	2.11932247903212	0	0.463123785081009
Cv331_CHR	3.93162460222333	5.54896451221746	8.16477191992392	3.32560006331801	0	0.481535141554985
Cv332_REF	2.2304592867969	3.29723497168242	4.90883487370452	1.69378063771584	0	0.454376515850235
Cv33_REF	2.93387771356158	4.1837247852246	6.24781364653142	2.38916091639091	0	0.469584702673212
Cv348_CHR	2.11602025751304	3.17963730411326	4.7394021089435	1.63060179272938	0	0.446474092907123
Cv35_REF	1.97096686150776	2.95931746413252	4.43822959082988	1.45233939966831	0	0.44408853151289
Cv39_REF	2.30481432393289	3.38810543284688	5.0409287370636	1.88712167839112	0	0.457220175914422
Cv41_CHR	2.17522827108519	3.20495056930052	4.78132287850742	1.6890322406436	0	0.454942769262138
Cv42_REF	0.29195584115677	0.663173511516514	1.42150567992761	0.150651171505009	0	0.205384927601428
Cv44_CHR	2.24913411948685	3.31617451795503	4.93763292429528	1.70820467179346	0	0.45550857140861
Cv47_CHR	2.59449446711354	3.76836470514315	5.61371940481818	2.11083801027181	0	0.462170315261098
Cv50_REF	2.10254815013803	3.13499147492657	4.7074930851787	1.6453596522965	0	0.446638606174099
Cv54_REF	2.30336191811172	3.38728157786147	5.03883851823371	1.87891604719224	0	0.457121598514526
Cv56_CHR	2.58908794799107	3.76657725689449	5.56503517148146	2.13319375605962	0	0.4652419738982
Cv5_REF	1.11085861779812	1.79054591713833	2.80203818550529	0.781195534291235	0	0.396446637859907
Cv63_REF	1.65719344815034	2.5606105917415	3.84510497062265	1.20356275663053	0	0.430987830192084
Cv64_REF	1.97277076805131	2.9395656509734	4.41038025390762	1.47558856229781	0	0.447301741454619
Cv68_REF	3.0222594559842	4.349810348463	6.45428247112619	2.39812635860938	0	0.468256459103768
Cv69_REF	0.662075614362363	1.1923378595038	2.01298200624806	0.505234678529476	0	0.328902897446522
Cv72_CHR	2.78717439183886	4.10240269690016	5.97296427940947	2.14800499431821	0	0.466631685953001
Cv76_REF	1.39244639763965	2.17385061371251	3.32787281846104	1.00203442313588	0	0.418419354825142
Cv78_CHR	3.61093052088387	5.10123633627636	7.5456263032515	2.89969412632604	0	0.478546163799292
Cv82_REF	2.79834290456278	4.02920460864145	5.9898181837713	2.18944715389024	0	0.467183279810235
Cv87_CHR	1.88149426450132	2.82779375059206	4.25417865118921	1.43963478136705	0	0.442269687939644
